current_official_name_of_satellite,country_of_operator_owner,operator_owner,users,purpose,class_of_orbit,type_of_orbit,perigee_km,apogee_km,perigee_km,launch_mass_kg,date_of_launch,expected_lifetime_yrs,launch_vehicle,norad_number,launch_year
SpaceBEE-132,USA,swarm technologies,Commercial,Communications,LEO,Sun-Synchronous,498.0,508.0,498.0,2.0,2022-04-01,2.0,SpaceX Falcon,52185,2022
SpaceBEE-133,USA,swarm technologies,Commercial,Communications,LEO,Sun-Synchronous,498.0,509.0,498.0,2.0,2022-04-01,2.0,SpaceX Falcon,52183,2022
SpaceBEE-134,USA,swarm technologies,Commercial,Communications,LEO,Sun-Synchronous,497.0,509.0,497.0,2.0,2022-04-01,2.0,SpaceX Falcon,52180,2022
SpaceBEE-135,USA,swarm technologies,Commercial,Communications,LEO,Sun-Synchronous,497.0,509.0,497.0,2.0,2022-04-01,2.0,SpaceX Falcon,52187,2022
SpaceBEE-136,USA,swarm technologies,Commercial,Communications,LEO,Sun-Synchronous,497.0,508.0,497.0,2.0,2022-04-01,2.0,SpaceX Falcon,52164,2022
SpaceBEE-137,USA,swarm technologies,Commercial,Communications,LEO,Sun-Synchronous,497.0,509.0,497.0,2.0,2022-04-01,2.0,SpaceX Falcon,52186,2022
SpaceBEE-138,USA,swarm technologies,Commercial,Communications,LEO,Sun-Synchronous,496.0,510.0,496.0,2.0,2022-04-01,2.0,SpaceX Falcon,52166,2022
SpaceBEE-139,USA,swarm technologies,Commercial,Communications,LEO,Sun-Synchronous,497.0,510.0,497.0,2.0,2022-04-01,2.0,SpaceX Falcon,52177,2022
SpaceBEE-140 ,USA,swarm technologies,Commercial,Communications,LEO,Sun-Synchronous,522.0,533.0,522.0,2.0,2022-05-02,2.0,Electron,52399,2022
SpaceBEE-141 ,USA,swarm technologies,Commercial,Communications,LEO,Sun-Synchronous,522.0,533.0,522.0,2.0,2022-05-02,2.0,Electron,52400,2022
SpaceBEE-142 ,USA,swarm technologies,Commercial,Communications,LEO,Sun-Synchronous,522.0,533.0,522.0,2.0,2022-05-02,2.0,Electron,52401,2022
SpaceBEE-143,USA,swarm technologies,Commercial,Communications,LEO,Sun-Synchronous,522.0,533.0,522.0,2.0,2022-05-02,2.0,Electron,52394,2022
SpaceBEE-144,USA,swarm technologies,Commercial,Communications,LEO,Sun-Synchronous,522.0,533.0,522.0,2.0,2022-05-02,2.0,Electron,52410,2022
SpaceBEE-145,USA,swarm technologies,Commercial,Communications,LEO,Sun-Synchronous,522.0,533.0,522.0,2.0,2022-05-02,2.0,Electron,52411,2022
SpaceBEE-146 ,USA,swarm technologies,Commercial,Communications,LEO,Sun-Synchronous,522.0,533.0,522.0,2.0,2022-05-02,2.0,Electron,52412,2022
SpaceBEE-147 ,USA,swarm technologies,Commercial,Communications,LEO,Sun-Synchronous,522.0,533.0,522.0,2.0,2022-05-02,2.0,Electron,52415,2022
SpaceBEE-148 ,USA,swarm technologies,Commercial,Communications,LEO,Sun-Synchronous,522.0,533.0,522.0,2.0,2022-05-02,2.0,Electron,52406,2022
SpaceBEE-149,USA,swarm technologies,Commercial,Communications,LEO,Sun-Synchronous,522.0,533.0,522.0,2.0,2022-05-02,2.0,Electron,52407,2022
SpaceBEE-150 ,USA,swarm technologies,Commercial,Communications,LEO,Sun-Synchronous,522.0,533.0,522.0,2.0,2022-05-02,2.0,Electron,52409,2022
SpaceBEE-151 ,USA,swarm technologies,Commercial,Communications,LEO,Sun-Synchronous,522.0,533.0,522.0,2.0,2022-05-02,2.0,Electron,52413,2022
SpaceBEE-152 ,USA,swarm technologies,Commercial,Communications,LEO,Sun-Synchronous,522.0,533.0,522.0,2.0,2022-05-02,2.0,Electron,52414,2022
SpaceBEE-153,USA,swarm technologies,Commercial,Communications,LEO,Sun-Synchronous,522.0,533.0,522.0,2.0,2022-05-02,2.0,Electron,52408,2022
SpaceBEE-154 ,USA,swarm technologies,Commercial,Communications,LEO,Sun-Synchronous,522.0,533.0,522.0,2.0,2022-05-02,2.0,Electron,52417,2022
SpaceBEE-155 ,USA,swarm technologies,Commercial,Communications,LEO,Sun-Synchronous,522.0,533.0,522.0,2.0,2022-05-02,2.0,Electron,52416,2022
SpaceBEE-156,USA,swarm technologies,Commercial,Communications,LEO,Sun-Synchronous,516.0,536.0,516.0,2.0,2023-01-03,2.0,SpaceX Falcon,55099,2023
SpaceBEE-157,USA,swarm technologies,Commercial,Communications,LEO,Sun-Synchronous,516.0,536.0,516.0,2.0,2023-01-03,2.0,Fa,55102,2023
SpaceBEE-158,USA,swarm technologies,Commercial,Communications,LEO,Sun-Synchronous,516.0,536.0,516.0,2.0,2023-01-03,2.0,SpaceX Falcon,55100,2023
SpaceBEE-159,USA,swarm technologies,Commercial,Communications,LEO,Sun-Synchronous,516.0,536.0,516.0,2.0,2023-01-03,2.0,SpaceX Falcon,55101,2023
SpaceBEE-160,USA,swarm technologies,Commercial,Communications,LEO,Sun-Synchronous,516.0,536.0,516.0,2.0,2023-01-03,2.0,SpaceX Falcon,55097,2023
SpaceBEE-161,USA,swarm technologies,Commercial,Communications,LEO,Sun-Synchronous,516.0,536.0,516.0,2.0,2023-01-03,2.0,SpaceX Falcon,55096,2023
SpaceBEE-162,USA,swarm technologies,Commercial,Communications,LEO,Sun-Synchronous,516.0,536.0,516.0,2.0,2023-01-03,2.0,SpaceX Falcon,55095,2023
SpaceBEE-163,USA,swarm technologies,Commercial,Communications,LEO,Sun-Synchronous,516.0,536.0,516.0,2.0,2023-01-03,2.0,SpaceX Falcon,55089,2023
SpaceBEE-164,USA,swarm technologies,Commercial,Communications,LEO,Sun-Synchronous,516.0,536.0,516.0,2.0,2023-01-03,2.0,SpaceX Falcon,55091,2023
SpaceBEE-165,USA,swarm technologies,Commercial,Communications,LEO,Sun-Synchronous,516.0,536.0,516.0,2.0,2023-01-03,2.0,SpaceX Falcon,55094,2023
SpaceBEE-166,USA,swarm technologies,Commercial,Communications,LEO,Sun-Synchronous,516.0,536.0,516.0,2.0,2023-01-03,2.0,SpaceX Falcon,55092,2023
SpaceBEE-167,USA,swarm technologies,Commercial,Communications,LEO,Sun-Synchronous,516.0,536.0,516.0,2.0,2023-01-03,2.0,SpaceX Falcon,55087,2023
SpaceBEE-5,USA,swarm technologies,Commercial,Communications,LEO,Sun-Synchronous,573.0,590.0,573.0,2.0,2018-12-03,2.0,SpaceX Falcon,43817,2018
SpaceBEE-55 ,USA,swarm technologies,Commercial,Communications,LEO,Sun-Synchronous,525.0,535.0,525.0,2.0,2021-01-24,2.0,SpaceX Falcon,47459,2021
SpaceBEE-57 ,USA,swarm technologies,Commercial,Communications,LEO,Sun-Synchronous,525.0,535.0,525.0,2.0,2021-01-24,2.0,SpaceX Falcon,47465,2021
SpaceBEE-6,USA,swarm technologies,Commercial,Communications,LEO,Sun-Synchronous,573.0,589.0,573.0,2.0,2018-12-03,2.0,SpaceX Falcon,43818,2018
SpaceBEE-62 ,USA,swarm technologies,Commercial,Communications,LEO,Sun-Synchronous,526.0,535.0,526.0,2.0,2021-01-24,2.0,SpaceX Falcon,47429,2021
SpaceBEE-7,USA,swarm technologies,Commercial,Communications,LEO,Sun-Synchronous,573.0,589.0,573.0,2.0,2018-12-03,2.0,SpaceX Falcon,43816,2018
SpaceBEE-NS14,USA,swarm technologies,Commercial,Communications,LEO,Sun-Synchronous,506.0,543.0,506.0,2.0,2022-03-15,2.0,Rocket 3.3,52018,2022
SpaceBEE-NZ10,USA,swarm technologies,Commercial,Communications,LEO,Sun-Synchronous,512.0,536.0,512.0,2.0,2021-06-30,2.0,SpaceX Falcon,48882,2021
SpaceBEE-NZ11,USA,swarm technologies,Commercial,Communications,LEO,Sun-Synchronous,506.0,543.0,506.0,2.0,2022-03-15,2.0,Rocket 3.3,52019,2022
SpaceBEE-NZ12,USA,swarm technologies,Commercial,Communications,LEO,Sun-Synchronous,507.0,543.0,507.0,2.0,2022-03-15,2.0,Rocket 3.3,52028,2022
SpaceBEE-NZ13 ,USA,swarm technologies,Commercial,Communications,LEO,Sun-Synchronous,506.0,543.0,506.0,2.0,2022-03-15,2.0,Rocket 3.3,52026,2022
SpaceBEE-NZ7,USA,swarm technologies,Commercial,Communications,LEO,Sun-Synchronous,512.0,536.0,512.0,2.0,2021-06-30,2.0,SpaceX Falcon,48889,2021
SpaceBEE-NZ8,USA,swarm technologies,Commercial,Communications,LEO,Sun-Synchronous,512.0,536.0,512.0,2.0,2021-06-30,2.0,SpaceX Falcon,48891,2021
SpaceBEE-NZ9,USA,swarm technologies,Commercial,Communications,LEO,Sun-Synchronous,512.0,536.0,512.0,2.0,2021-06-30,2.0,SpaceX Falcon,48887,2021
Spaceway 3,USA,hughes space and communications co.,Commercial,Communications,GEO,Unknown,35.785,35.787,35.785,6.1,2007-08-14,12.0,Ariane Family,32018,2007
Spaceway F2,USA,"directv, inc.",Commercial,Communications,GEO,Unknown,35.785,35.787,35.785,5.993,2005-11-16,15.0,Ariane Family,28903,2005
Spainsat,Spain,hisdesat/ministry of defense,Military,Communications,GEO,Unknown,35.745,35.826,35.745,3.68,2006-03-11,15.0,Ariane Family,28946,2006
SPARC-1,Sweden,air force research laboratory/swedish defense materiel administration,Military,Technology Development,LEO,Non-Polar Inclined,493.0,511.0,493.0,8.0,2019-05-05,4.0,Electron,44226,2019
Spark-1,China,shanghai engineering center for microsatellites,Government,Earth Observation,LEO,Sun-Synchronous,690.0,725.0,690.0,50.0,2016-12-21,4.0,Long March Family,41900,2016
Spark-1,USA,omnispace,Commercial,Communications,LEO,Sun-Synchronous,638.0,656.0,638.0,20.0,2022-04-01,4.0,SpaceX Falcon,52157,2022
Spark-2,China,shanghai engineering center for microsatellites,Government,Earth Observation,LEO,Sun-Synchronous,690.0,727.0,690.0,50.0,2016-12-21,4.0,Long March Family,41901,2016
SPARTAN,Bulgaria,endurosat,Commercial,Technology Development,LEO,Sun-Synchronous,519.0,532.0,519.0,10.0,2021-06-30,4.0,SpaceX Falcon,48964,2021
Spektr-R/RadioAstron,Multinational,astro space center of moscow/russian academy of sciences,Government,Space Science,ELLIPTICAL,Cislunar,1.0,330.0,1.0,3.66,2011-07-18,5.0,Zenit Family,37755,2011
SPIRALE-A,France,ministry of defense/general delegation for ordnance (dga),Military,Technology Development,ELLIPTICAL,Molniya,240.0,31.342,240.0,117.0,2009-02-11,7.0,Ariane Family,33751,2009
SPIRALE-B,France,ministry of defense/general delegation for ordnance (dga),Military,Technology Development,ELLIPTICAL,Molniya,389.0,17.48,389.0,117.0,2009-02-11,7.0,Ariane Family,33752,2009
Spot 6,Multinational_countries,spot image,Commercial,Earth Observation,LEO,Sun-Synchronous,696.0,699.0,696.0,720.0,2012-09-09,10.0,ISRO PSLV,38755,2012
Spot 7,Multinational_countries,spot image,Commercial,Earth Observation,LEO,Sun-Synchronous,643.0,660.0,643.0,714.0,2014-06-30,10.0,ISRO PSLV,40053,2014
SPROUT,Japan,nihon university,Civil,Technology Development,LEO,Sun-Synchronous,614.0,629.0,614.0,7.0,2014-05-24,4.0,H2A,39770,2014
SRMSat,India,srm university,Civil,Technology Development,LEO,Non-Polar Inclined,850.0,868.0,850.0,11.0,2011-10-12,1.0,ISRO PSLV,37841,2011
SRSS-1,Sudan,government of sudan,Government,Earth Observation,LEO,Sun-Synchronous,485.0,505.0,485.0,50.0,2019-11-03,4.0,Long March Family,44704,2019
SSOT,Chile,chilean air force,Government/Military,Earth Observation,LEO,Sun-Synchronous,622.0,624.0,622.0,117.0,2011-12-17,4.0,Soyuz Family,38011,2011
SSS-1,China,beihang university/apsco,Civil,Technology Development,LEO,Sun-Synchronous,502.0,522.0,502.0,30.0,2021-10-14,4.0,Long March Family,49321,2021
SSS-2A,China,"beijing zerog space technology co., ltd./hong kong aerospace tech group",Commercial,Earth Observation,LEO,Sun-Synchronous,502.0,522.0,502.0,10.0,2021-10-14,4.0,Long March Family,49324,2021
SSS-2B,Multinational,asia-pacific space cooperation organization (apsco),Civil,Technology Development,LEO,Sun-Synchronous,495.0,508.0,495.0,4.0,2023-04-15,4.0,SpaceX Falcon,56184,2023
SSTL-S1-4,United Kingdom,surrey satellite technology ltd.,Commercial,Earth Observation,LEO,Sun-Synchronous,574.0,591.0,574.0,440.0,2018-09-16,4.0,ISRO PSLV,43618,2018
ST-2,Multinational_countries,singapore telecommunications ltd. (singtel)/chunghwa telecom co. ltd.,Commercial,Communications,GEO,Unknown,35.783,35.791,35.783,5.09,2011-05-20,15.0,Ariane Family,37606,2011
Star One C1,Brazil,embratel star one,Commercial,Communications,GEO,Unknown,35.703,35.778,35.703,4.1,2007-11-14,15.0,Ariane Family,32293,2007
Star One C2,Brazil,embratel star one,Commercial,Communications,GEO,Unknown,35.776,35.796,35.776,4.1,2008-04-18,15.0,Ariane Family,32768,2008
Star One C3,Brazil,embratel star one,Commercial,Communications,GEO,Unknown,35.791,35.848,35.791,3.225,2012-11-10,15.0,Ariane Family,38991,2012
Star One C4,Brazil,embratel star one,Commercial,Communications,GEO,Unknown,35.786,35.801,35.786,5.634,2015-07-15,15.0,Ariane Family,40733,2015
Star One D1,Brazil,embratel star one,Commercial,Communications,GEO,Unknown,35.741,35.777,35.741,6.433,2016-12-21,15.0,Ariane Family,41904,2016
Star One D2,Brazil,embratel star one,Commercial,Communications,GEO,Unknown,35.781,35.806,35.781,6.19,2021-07-30,15.0,Ariane Family,49055,2021
Sphere-1 EYE,Japan,sony,Commercial,Space Science,LEO,Sun-Synchronous,503.0,520.0,503.0,10.0,2023-01-03,4.0,SpaceX Falcon,55072,2023
STAR VIBE,Multinational_countries,scanway/german orbital systems,Commercial,Technology Demonstration,LEO,Sun-Synchronous,526.0,538.0,526.0,10.0,2023-01-03,4.0,SpaceX Falcon,55009,2023
Starlink-1007,USA,spacex,Commercial,Communications,LEO,Non-Polar Inclined,559.0,561.0,559.0,227.0,2019-11-11,4.0,SpaceX Falcon,44713,2019
Starlink-1008,USA,spacex,Commercial,Communications,LEO,Non-Polar Inclined,549.0,551.0,549.0,227.0,2019-11-11,4.0,SpaceX Falcon,44714,2019
Starlink-1009,USA,spacex,Commercial,Communications,LEO,Non-Polar Inclined,549.0,551.0,549.0,227.0,2019-11-11,4.0,SpaceX Falcon,44715,2019
Starlink-1010,USA,spacex,Commercial,Communications,LEO,Non-Polar Inclined,533.0,535.0,533.0,227.0,2019-11-11,4.0,SpaceX Falcon,44716,2019
Starlink-1011,USA,spacex,Commercial,Communications,LEO,Non-Polar Inclined,548.0,551.0,548.0,227.0,2019-11-11,4.0,SpaceX Falcon,44717,2019
Starlink-1012,USA,spacex,Commercial,Communications,LEO,Non-Polar Inclined,549.0,551.0,549.0,227.0,2019-11-11,4.0,SpaceX Falcon,44718,2019
Starlink-1013,USA,spacex,Commercial,Communications,LEO,Non-Polar Inclined,549.0,551.0,549.0,227.0,2019-11-11,4.0,SpaceX Falcon,44719,2019
Starlink-1014,USA,spacex,Commercial,Communications,LEO,Non-Polar Inclined,496.0,506.0,496.0,227.0,2019-11-11,4.0,SpaceX Falcon,44720,2019
Starlink-1015,USA,spacex,Commercial,Communications,LEO,Non-Polar Inclined,549.0,551.0,549.0,227.0,2019-11-11,4.0,SpaceX Falcon,44721,2019
Starlink-1017,USA,spacex,Commercial,Communications,LEO,Non-Polar Inclined,549.0,551.0,549.0,227.0,2019-11-11,4.0,SpaceX Falcon,44723,2019
Starlink-1019,USA,spacex,Commercial,Communications,LEO,Non-Polar Inclined,549.0,551.0,549.0,227.0,2019-11-11,4.0,SpaceX Falcon,44724,2019
Starlink-1020,USA,spacex,Commercial,Communications,LEO,Non-Polar Inclined,548.0,551.0,548.0,227.0,2019-11-11,4.0,SpaceX Falcon,44725,2019
Starlink-1021,USA,spacex,Commercial,Communications,LEO,Non-Polar Inclined,549.0,551.0,549.0,227.0,2019-11-11,4.0,SpaceX Falcon,44726,2019
Starlink-1022,USA,spacex,Commercial,Communications,LEO,Non-Polar Inclined,548.0,551.0,548.0,227.0,2019-11-11,4.0,SpaceX Falcon,44727,2019
Starlink-1023,USA,spacex,Commercial,Communications,LEO,Non-Polar Inclined,559.0,561.0,559.0,227.0,2019-11-11,4.0,SpaceX Falcon,44728,2019
Starlink-1024,USA,spacex,Commercial,Communications,LEO,Non-Polar Inclined,548.0,551.0,548.0,227.0,2019-11-11,4.0,SpaceX Falcon,44729,2019
Starlink-1026,USA,spacex,Commercial,Communications,LEO,Non-Polar Inclined,549.0,550.0,549.0,227.0,2019-11-11,4.0,SpaceX Falcon,44731,2019
Starlink-1027,USA,spacex,Commercial,Communications,LEO,Non-Polar Inclined,569.0,571.0,569.0,227.0,2019-11-11,4.0,SpaceX Falcon,44732,2019
Starlink-1028,USA,spacex,Commercial,Communications,LEO,Non-Polar Inclined,549.0,551.0,549.0,227.0,2019-11-11,4.0,SpaceX Falcon,44733,2019
Starlink-1029,USA,spacex,Commercial,Communications,LEO,Non-Polar Inclined,383.0,390.0,383.0,227.0,2019-11-11,4.0,SpaceX Falcon,44734,2019
Starlink-1030,USA,spacex,Commercial,Communications,LEO,Non-Polar Inclined,548.0,551.0,548.0,227.0,2019-11-11,4.0,SpaceX Falcon,44735,2019
Starlink-1031,USA,spacex,Commercial,Communications,LEO,Non-Polar Inclined,554.0,556.0,554.0,227.0,2019-11-11,4.0,SpaceX Falcon,44736,2019
Starlink-1032,USA,spacex,Commercial,Communications,LEO,Non-Polar Inclined,549.0,551.0,549.0,227.0,2019-11-11,4.0,SpaceX Falcon,44737,2019
Starlink-1033,USA,spacex,Commercial,Communications,LEO,Non-Polar Inclined,548.0,551.0,548.0,227.0,2019-11-11,4.0,SpaceX Falcon,44738,2019
Starlink-1034,USA,spacex,Commercial,Communications,LEO,Non-Polar Inclined,548.0,551.0,548.0,227.0,2019-11-11,4.0,SpaceX Falcon,44757,2019
Starlink-1035,USA,spacex,Commercial,Communications,LEO,Non-Polar Inclined,569.0,571.0,569.0,227.0,2019-11-11,4.0,SpaceX Falcon,44740,2019
Starlink-1036,USA,spacex,Commercial,Communications,LEO,Non-Polar Inclined,548.0,551.0,548.0,227.0,2019-11-11,4.0,SpaceX Falcon,44741,2019
Starlink-1037,USA,spacex,Commercial,Communications,LEO,Non-Polar Inclined,548.0,551.0,548.0,227.0,2019-11-11,4.0,SpaceX Falcon,44742,2019
Starlink-1038,USA,spacex,Commercial,Communications,LEO,Non-Polar Inclined,549.0,551.0,549.0,227.0,2019-11-11,4.0,SpaceX Falcon,44743,2019
Starlink-1039,USA,spacex,Commercial,Communications,LEO,Non-Polar Inclined,548.0,551.0,548.0,227.0,2019-11-11,4.0,SpaceX Falcon,44744,2019
Starlink-1041,USA,spacex,Commercial,Communications,LEO,Non-Polar Inclined,548.0,551.0,548.0,227.0,2019-11-11,4.0,SpaceX Falcon,44746,2019
Starlink-1042,USA,spacex,Commercial,Communications,LEO,Non-Polar Inclined,548.0,551.0,548.0,227.0,2019-11-11,4.0,SpaceX Falcon,44747,2019
Starlink-1043,USA,spacex,Commercial,Communications,LEO,Non-Polar Inclined,549.0,551.0,549.0,227.0,2019-11-11,4.0,SpaceX Falcon,44748,2019
Starlink-1044,USA,spacex,Commercial,Communications,LEO,Non-Polar Inclined,548.0,551.0,548.0,227.0,2019-11-11,4.0,SpaceX Falcon,44749,2019
Starlink-1046,USA,spacex,Commercial,Communications,LEO,Non-Polar Inclined,548.0,551.0,548.0,227.0,2019-11-11,4.0,SpaceX Falcon,44751,2019
Starlink-1047,USA,spacex,Commercial,Communications,LEO,Non-Polar Inclined,553.0,556.0,553.0,227.0,2019-11-11,4.0,SpaceX Falcon,44752,2019
Starlink-1048,USA,spacex,Commercial,Communications,LEO,Non-Polar Inclined,549.0,551.0,549.0,227.0,2019-11-11,4.0,SpaceX Falcon,44753,2019
Starlink-1049,USA,spacex,Commercial,Communications,LEO,Non-Polar Inclined,549.0,551.0,549.0,227.0,2019-11-11,4.0,SpaceX Falcon,44754,2019
Starlink-1052,USA,spacex,Commercial,Communications,LEO,Non-Polar Inclined,548.0,551.0,548.0,227.0,2019-11-11,4.0,SpaceX Falcon,44739,2019
Starlink-1053,USA,spacex,Commercial,Communications,LEO,Non-Polar Inclined,548.0,551.0,548.0,227.0,2019-11-11,4.0,SpaceX Falcon,44758,2019
Starlink-1054,USA,spacex,Commercial,Communications,LEO,Non-Polar Inclined,548.0,551.0,548.0,227.0,2019-11-11,4.0,SpaceX Falcon,44759,2019
Starlink-1055,USA,spacex,Commercial,Communications,LEO,Non-Polar Inclined,548.0,551.0,548.0,227.0,2019-11-11,4.0,SpaceX Falcon,44760,2019
Starlink-1056,USA,spacex,Commercial,Communications,LEO,Non-Polar Inclined,548.0,551.0,548.0,227.0,2019-11-11,4.0,SpaceX Falcon,44761,2019
Starlink-1057,USA,spacex,Commercial,Communications,LEO,Non-Polar Inclined,549.0,551.0,549.0,227.0,2019-11-11,4.0,SpaceX Falcon,44762,2019
Starlink-1058,USA,spacex,Commercial,Communications,LEO,Non-Polar Inclined,549.0,551.0,549.0,227.0,2019-11-11,4.0,SpaceX Falcon,44763,2019
Starlink-1059,USA,spacex,Commercial,Communications,LEO,Non-Polar Inclined,548.0,551.0,548.0,227.0,2019-11-11,4.0,SpaceX Falcon,44764,2019
Starlink-1060,USA,spacex,Commercial,Communications,LEO,Non-Polar Inclined,548.0,551.0,548.0,227.0,2019-11-11,4.0,SpaceX Falcon,44765,2019
Starlink-1061,USA,spacex,Commercial,Communications,LEO,Non-Polar Inclined,548.0,551.0,548.0,227.0,2019-11-11,4.0,SpaceX Falcon,44766,2019
Starlink-1062,USA,spacex,Commercial,Communications,LEO,Non-Polar Inclined,549.0,551.0,549.0,227.0,2019-11-11,4.0,SpaceX Falcon,44767,2019
Starlink-1063,USA,spacex,Commercial,Communications,LEO,Non-Polar Inclined,548.0,551.0,548.0,227.0,2019-11-11,4.0,SpaceX Falcon,44768,2019
Starlink-1066,USA,spacex,Commercial,Communications,LEO,Non-Polar Inclined,549.0,551.0,549.0,227.0,2020-01-07,4.0,SpaceX Falcon,44954,2020
Starlink-1067,USA,spacex,Commercial,Communications,LEO,Non-Polar Inclined,548.0,551.0,548.0,227.0,2019-11-11,4.0,SpaceX Falcon,44771,2019
Starlink-1068,USA,spacex,Commercial,Communications,LEO,Non-Polar Inclined,548.0,551.0,548.0,227.0,2019-11-11,4.0,SpaceX Falcon,44772,2019
